지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
포천,2018-08-17 7:00,20.1,41.3,1.9,0,,,62.8,,
포천,2018-08-17 8:00,23.2,43.4,1.9,0,,,52.4,,
포천,2018-08-17 9:00,25.2,52.2,2.3,0,,,46.1,,
포천,2018-08-17 10:00,26.8,55,1.6,0,,,44,,
포천,2018-08-17 11:00,27.5,150.9,2.8,0,,,42.7,,
포천,2018-08-17 12:00,28.9,74.2,2.6,0,,,36.4,,
포천,2018-08-17 13:00,29.8,76.7,3.1,0,,,40.6,,
포천,2018-08-17 14:00,30.7,54.9,3.2,0,,,36.6,,
포천,2018-08-17 15:00,30.8,111,2.3,0,,,36.1,,
포천,2018-08-17 16:00,30.4,102.9,3.5,0,,,37,,
포천,2018-08-17 17:00,30.1,95.2,3.4,0,,,37.2,,
포천,2018-08-17 18:00,29,97.3,3,0,,,40.5,,
포천,2018-08-17 19:00,26.8,94.1,2.3,0,,,46.4,,
포천,2018-08-17 20:00,25.5,83,3.4,0,,,50,,
포천,2018-08-17 21:00,24.8,39.6,2.9,0,,,51.1,,
포천,2018-08-17 22:00,24.2,60.5,3.5,0,,,52.1,,
포천,2018-08-17 23:00,23.5,41.8,2.3,0,,,54.1,,
포천,2018-08-18 0:00,21.9,34.8,2.1,0,,,61.4,,
포천,2018-08-18 1:00,19.7,72.5,1.1,0,,,72.9,,
포천,2018-08-18 2:00,19.3,196.4,0.9,0,,,75.2,,
포천,2018-08-18 3:00,18.6,11.1,1.2,0,,,78.7,,
포천,2018-08-18 4:00,18.1,49.9,0.9,0,,,80.6,,
포천,2018-08-18 5:00,17,59.3,0.7,0,,,85.3,,
포천,2018-08-18 6:00,16.9,50,1.1,0,,,86.7,,
포천,2018-08-18 7:00,19.2,0,0.4,0,,,81.1,,
포천,2018-08-18 8:00,22.6,74,1.2,0,,,66.4,,
포천,2018-08-18 9:00,24.9,0,0.4,0,,,55.1,,
포천,2018-08-18 10:00,25.4,65.3,1.4,0,,,50.7,,
포천,2018-08-18 11:00,26.8,1,1.3,0,,,47.8,,
포천,2018-08-18 12:00,27.4,203.8,1.9,0,,,45.5,,
포천,2018-08-18 13:00,28.7,52,2,0,,,42,,
포천,2018-08-18 14:00,28.4,10.9,2.6,0,,,41.4,,
포천,2018-08-18 15:00,29.8,318.1,1.5,0,,,38.3,,
포천,2018-08-18 16:00,29.5,354.6,2.8,0,,,40.7,,
포천,2018-08-18 17:00,28.7,345.4,1.8,0,,,48.4,,
포천,2018-08-18 18:00,27.4,16.1,1.7,0,,,51.7,,
포천,2018-08-18 19:00,26.3,358.9,1.2,0,,,55.5,,
포천,2018-08-18 20:00,24.4,65.4,0.8,0,,,61.6,,
포천,2018-08-18 21:00,22.9,0,0.3,0,,,72,,
포천,2018-08-18 22:00,22.1,316.1,0.6,0,,,75.2,,
포천,2018-08-18 23:00,21.4,0,0.4,0,,,76.6,,
포천,2018-08-19 0:00,20.9,309.4,0.7,0,,,82.4,,
포천,2018-08-19 1:00,20.3,6.2,0.9,0,,,84.3,,
포천,2018-08-19 2:00,20,0,0.4,0,,,85.7,,
포천,2018-08-19 3:00,20.1,52.9,1,0,,,84.9,,
포천,2018-08-19 4:00,20.3,347.3,0.7,0,,,83.6,,
포천,2018-08-19 5:00,19.9,309.9,1.1,0,,,85.7,,
포천,2018-08-19 6:00,19.7,0,0.1,0,,,87,,
포천,2018-08-19 7:00,20.2,71.2,0.5,0,,,85.7,,
포천,2018-08-19 8:00,22.3,106.6,1,0,,,75.2,,
포천,2018-08-19 9:00,24.5,203.7,0.9,0,,,64.9,,
포천,2018-08-19 10:00,25.6,123.2,0.5,0,,,62.9,,
포천,2018-08-19 11:00,27.4,105.8,1.2,0,,,54.5,,
포천,2018-08-19 12:00,28.5,149.1,1,0,,,49.6,,
포천,2018-08-19 13:00,28.9,152.6,1.5,0,,,47.4,,
포천,2018-08-19 14:00,31.5,321,2.6,0,,,43.8,,
포천,2018-08-19 15:00,31.4,301.3,2,0,,,45,,
포천,2018-08-19 16:00,30.9,352.5,2.7,0,,,48.2,,
포천,2018-08-19 17:00,30.6,349.4,2.3,0,,,48.1,,
포천,2018-08-19 18:00,29.4,24,2.2,0,,,56.9,,
포천,2018-08-19 19:00,28.2,42.5,1.9,0,,,58.8,,
포천,2018-08-19 20:00,26.1,64.9,1.1,0,,,70.1,,
포천,2018-08-19 21:00,24.8,0,0.4,0,,,76.4,,
포천,2018-08-19 22:00,23.7,333.9,1.1,0,,,81.3,,
포천,2018-08-19 23:00,23.9,0,0.2,0,,,81.2,,
포천,2018-08-20 0:00,23.1,0,0.4,0,,,84.4,,
포천,2018-08-20 1:00,22.9,0,0.4,0,,,85.2,,
포천,2018-08-20 2:00,22.7,0,0.2,0,,,86.9,,
포천,2018-08-20 3:00,22.8,315.2,0.9,0,,,87.8,,
포천,2018-08-20 4:00,22.1,93.3,0.5,0,,,89.4,,
포천,2018-08-20 5:00,21.4,0,0.4,0,,,89.8,,
포천,2018-08-20 6:00,21.3,347.2,0.6,0,,,90.4,,
포천,2018-08-20 7:00,22.4,24.1,0.5,0,,,87.4,,
포천,2018-08-20 8:00,25.9,0,0.1,0,,,65.4,,
포천,2018-08-20 9:00,28,94.1,1.3,0,,,59.2,,
포천,2018-08-20 10:00,27.7,146.9,2.4,0,,,57.6,,
포천,2018-08-20 11:00,28.9,181.7,2.6,0,,,56.3,,
포천,2018-08-20 12:00,29.7,162,3.2,0,,,53.2,,
포천,2018-08-20 13:00,30.1,173.3,2.9,0,,,52.3,,
포천,2018-08-20 14:00,30.4,186.3,3.3,0,,,49.8,,
포천,2018-08-20 15:00,31.2,166.9,2.9,0,,,48.5,,
포천,2018-08-20 16:00,30.8,167.9,3.1,0,,,49.4,,
포천,2018-08-20 17:00,30.3,173.3,1.9,0,,,51.9,,
포천,2018-08-20 18:00,30,153.9,0.8,0,,,54.6,,
포천,2018-08-20 19:00,29.5,182.6,1.2,0,,,55.7,,
포천,2018-08-20 20:00,29.1,189.7,2.9,0,,,56.6,,
포천,2018-08-20 21:00,28.7,215.3,3.4,0,,,62.6,,
포천,2018-08-20 22:00,28.4,214.3,4.7,0,,,67.6,,
포천,2018-08-20 23:00,28.4,202.1,5.5,0,,,62.4,,
포천,2018-08-21 0:00,28,207.6,6,0,,,62.1,,
포천,2018-08-21 1:00,27.7,204.5,6,0,,,62.9,,
포천,2018-08-21 2:00,27,209.1,5,0,,,66.6,,
포천,2018-08-21 3:00,24.3,233.2,3.1,1,,,82,,
포천,2018-08-21 4:00,22.8,274.8,2.1,3,,,90.6,,
포천,2018-08-21 5:00,23.5,238.2,3.3,0.5,,,83.2,,
포천,2018-08-21 6:00,22.3,231.3,4.1,2,,,93.5,,
포천,2018-08-21 7:00,22.5,246.8,3,2,,,93.9,,
포천,2018-08-21 8:00,23.6,211.6,3.2,0,,,94.2,,
포천,2018-08-21 9:00,24.2,210.1,4.7,0,,,84.3,,
포천,2018-08-21 10:00,24.4,219.2,5.2,0,,,82.5,,
포천,2018-08-21 11:00,23.6,210.4,3.9,0,,,90.5,,
포천,2018-08-21 12:00,24.9,232.2,3.6,0,,,78.8,,
포천,2018-08-21 13:00,25.7,215,3.5,0,,,74.9,,
포천,2018-08-21 14:00,28.2,243.3,4.2,0,,,64.8,,
포천,2018-08-21 15:00,29.1,266.8,2.4,0,,,59.5,,
포천,2018-08-21 16:00,29.4,252.4,2.2,0,,,60.4,,
포천,2018-08-21 17:00,29.8,274.3,1.8,0,,,58,,
포천,2018-08-21 18:00,28.3,303.7,1.5,0,,,65.6,,
포천,2018-08-21 19:00,25.3,326.1,2.3,0,,,78.3,,
포천,2018-08-21 20:00,24.4,29.7,1,0,,,80.7,,
포천,2018-08-21 21:00,22.8,323.8,1.1,0,,,85.2,,
포천,2018-08-21 22:00,22,0,0.4,0,,,89.8,,
포천,2018-08-21 23:00,21.4,9.8,0.5,0,,,91.8,,
포천,2018-08-22 0:00,21.1,10.8,0.7,0,,,92.8,,
포천,2018-08-22 1:00,21,94,1.3,0,,,94,,
포천,2018-08-22 2:00,20.6,352.6,0.8,0,,,94.5,,
포천,2018-08-22 3:00,20.6,352,1.5,0,,,95.2,,
포천,2018-08-22 4:00,20.5,355.2,2,0,,,95.5,,
포천,2018-08-22 5:00,20.2,85.9,1.2,0,,,95.9,,
포천,2018-08-22 6:00,20,23,1.2,0,,,96.4,,
포천,2018-08-22 7:00,20.9,31.7,1.5,0,,,95.6,,
포천,2018-08-22 8:00,21.9,19.2,1.5,0,,,90.4,,
포천,2018-08-22 9:00,23.5,79.9,1.7,0,,,83.4,,
포천,2018-08-22 10:00,27.1,59.1,3,0,,,68.1,,
포천,2018-08-22 11:00,30.1,60.6,2.7,0,,,60.8,,
포천,2018-08-22 12:00,31.3,33.2,2.3,0,,,55.3,,
포천,2018-08-22 13:00,33.2,97.7,2.6,0,,,51.3,,
포천,2018-08-22 14:00,33.7,156.8,2,0,,,47.4,,
포천,2018-08-22 15:00,34.2,4.3,3,0,,,48.8,,
포천,2018-08-22 16:00,34.1,9.9,3.5,0,,,50.2,,
포천,2018-08-22 17:00,33.9,6.9,3.1,0,,,52.2,,
포천,2018-08-22 18:00,32.8,36.8,2.8,0,,,55.1,,
포천,2018-08-22 19:00,31.3,32.5,2.3,0,,,58.6,,
포천,2018-08-22 20:00,30,49.2,4,0,,,62.3,,
포천,2018-08-22 21:00,29.2,9.2,3,0,,,64.5,,
포천,2018-08-22 22:00,27.9,37.2,2.6,0,,,67.9,,
포천,2018-08-22 23:00,27.4,21.9,2,0,,,70,,
포천,2018-08-23 0:00,27.4,68.7,2.1,0,,,68.6,,
포천,2018-08-23 1:00,26.3,52.6,1.6,0,,,74.5,,
포천,2018-08-23 2:00,25.2,52.8,3.3,0,,,77.2,,
포천,2018-08-23 3:00,24.7,66.6,2.2,0,,,77.1,,
포천,2018-08-23 4:00,24.7,58.8,2.6,0,,,74.4,,
포천,2018-08-23 5:00,24.6,66,2.9,0,,,72.1,,
포천,2018-08-23 6:00,24.5,50.9,2.5,0,,,72.2,,
포천,2018-08-23 7:00,24.6,63.4,2.5,0,,,72.7,,
포천,2018-08-23 8:00,25,45.8,2,0,,,73.2,,
포천,2018-08-23 9:00,27,73,2.2,0,,,70,,
포천,2018-08-23 10:00,28.1,35.7,2.9,0,,,64.7,,
포천,2018-08-23 11:00,29,37,3,0,,,63.1,,
포천,2018-08-23 12:00,28.7,41,3.4,0,,,68.9,,
포천,2018-08-23 13:00,28.7,51.6,4,0,,,66.3,,
포천,2018-08-23 14:00,27.6,32.6,3.6,0,,,74.2,,
포천,2018-08-23 15:00,28,40.5,3.9,0,,,73.3,,
포천,2018-08-23 16:00,28.1,47,4.5,0,,,71.4,,
포천,2018-08-23 17:00,27.6,40.7,4.3,0,,,73.2,,
포천,2018-08-23 18:00,27.6,40.9,4.3,0,,,72.6,,
포천,2018-08-23 19:00,27.4,49.2,3,0,,,71.2,,
포천,2018-08-23 20:00,25.7,25.2,3.3,0.5,,,80.7,,
포천,2018-08-23 21:00,25,30.2,3.2,1,,,85.4,,
포천,2018-08-23 22:00,24.7,52.5,4.1,0,,,84.2,,
포천,2018-08-23 23:00,24.1,58.1,4.2,0,,,84.8,,
포천,2018-08-24 0:00,24.2,54,5,0,,,80.9,,
포천,2018-08-24 1:00,24.8,41,4.8,0,,,77.6,,
포천,2018-08-24 2:00,24.5,59.7,3.5,0,,,77.7,,
포천,2018-08-24 3:00,24.6,52.7,4.3,0,,,77.8,,
포천,2018-08-24 4:00,23.6,60.9,2.8,0.5,,,82.4,,
포천,2018-08-24 5:00,22.6,51.5,4,2.5,,,90.3,,
포천,2018-08-24 6:00,23.3,33.1,4.7,0,,,84.7,,
포천,2018-08-24 7:00,22.6,78.1,3.2,1,,,89.9,,
포천,2018-08-24 8:00,23.2,48,3.5,0.5,,,87.7,,
포천,2018-08-24 9:00,23.5,40.1,2.8,0.5,,,85.6,,
포천,2018-08-24 10:00,24.7,44.9,3.7,0,,,80.1,,
포천,2018-08-24 11:00,25.3,40.3,3.2,0,,,75.8,,
포천,2018-08-24 12:00,23.8,53.2,1,1,,,85.8,,
포천,2018-08-24 13:00,24,70.4,2.1,0,,,90.9,,
포천,2018-08-24 14:00,23.9,47,1.7,0,,,81.9,,
포천,2018-08-24 15:00,23,186.8,1.7,1,,,92,,
포천,2018-08-24 16:00,23,156.4,1.4,0.5,,,94.8,,
포천,2018-08-24 17:00,23.1,215.4,3.3,0,,,93.9,,
포천,2018-08-24 18:00,23.4,248.4,3.6,0,,,92.2,,
포천,2018-08-24 19:00,23.5,233.8,2.7,0,,,89.3,,
포천,2018-08-24 20:00,22.4,236.6,3.8,2.5,,,94.8,,
포천,2018-08-24 21:00,22.8,227.6,2.6,0,,,89.8,,
포천,2018-08-24 22:00,22.5,222.5,3,0,,,89.5,,
포천,2018-08-24 23:00,22.6,226.2,3,0,,,86.8,,
포천,2018-08-25 0:00,22.3,229.2,2.4,0,,,87.8,,
포천,2018-08-25 1:00,22.3,215.8,3.3,0,,,86.8,,
포천,2018-08-25 2:00,22.5,204.7,3.2,0,,,83.1,,
포천,2018-08-25 3:00,21.9,227.7,3.1,0,,,89.4,,
포천,2018-08-25 4:00,21.5,225.3,1.4,0.5,,,93,,
포천,2018-08-25 5:00,21.7,228,1.1,0,,,93.4,,
포천,2018-08-25 6:00,21.5,253.2,1.1,,,,93.4,,
포천,2018-08-25 7:00,21.7,312.3,0.5,,,,94.5,,
포천,2018-08-25 8:00,23.2,207.2,1.6,,,,88.5,,
포천,2018-08-25 9:00,24.2,210.1,4.2,,,,78.9,,
포천,2018-08-25 10:00,25.6,235.5,3.6,,,,71.7,,
포천,2018-08-25 11:00,26.7,234,5.1,,,,65.8,,
포천,2018-08-25 12:00,27.5,232,5.4,,,,59.2,,
포천,2018-08-25 13:00,28.3,243.3,5,,,,58,,
포천,2018-08-25 14:00,29.3,232.9,5.1,,,,52.2,,
포천,2018-08-25 15:00,27.9,249.3,5,,,,56.8,,
포천,2018-08-25 16:00,27.2,247.1,4.8,,,,59.4,,
포천,2018-08-25 17:00,27.7,249,4.5,,,,58.2,,
포천,2018-08-25 18:00,25.8,263.5,3.3,,,,64.3,,
포천,2018-08-25 19:00,24.5,260,3.6,,,,66.9,,
포천,2018-08-25 20:00,23.4,271.1,1.9,,,,72.6,,
포천,2018-08-25 21:00,22,185.7,1.3,,,,81.2,,
포천,2018-08-25 22:00,20.5,344.2,0.7,,,,87.1,,
포천,2018-08-25 23:00,20,0,0.2,,,,88.1,,
포천,2018-08-26 0:00,19.7,49.6,0.9,,,,91.4,,
포천,2018-08-26 1:00,20.1,0,0,0,,,91.9,,
포천,2018-08-26 2:00,19.4,43.4,1.1,0,,,93.4,,
포천,2018-08-26 3:00,18.9,324.9,0.9,0,,,93.7,,
포천,2018-08-26 4:00,18.4,0,0,0,,,95.1,,
포천,2018-08-26 5:00,17.9,0,0.3,0,,,95.7,,
포천,2018-08-26 6:00,17.8,0,0.3,0,,,96.1,,
포천,2018-08-26 7:00,18.6,0,0,0,,,96.6,,
포천,2018-08-26 8:00,21.1,29.7,0.7,0,,,93.1,,
포천,2018-08-26 9:00,23.6,57.2,1.1,0,,,77.1,,
포천,2018-08-26 10:00,25.7,141.2,0.6,0,,,65.1,,
포천,2018-08-26 11:00,27.4,58.9,1.1,0,,,56,,
포천,2018-08-26 12:00,28.4,77.7,1.2,0,,,48.6,,
포천,2018-08-26 13:00,29.3,317.8,0.8,0,,,42.7,,
포천,2018-08-26 14:00,27.2,202.4,4.6,0,,,57.3,,
포천,2018-08-26 15:00,26.5,206.3,3.2,0,,,64.1,,
포천,2018-08-26 16:00,25.4,212.6,3.6,0,,,67.4,,
포천,2018-08-26 17:00,24.8,225.4,3.1,0,,,69.2,,
포천,2018-08-26 18:00,23.5,246.2,2.7,0,,,71.4,,
포천,2018-08-26 19:00,22.8,235.7,3.2,0,,,68,,
포천,2018-08-26 20:00,21.8,231.7,1.8,0,,,72.7,,
포천,2018-08-26 21:00,21.4,195.7,1.5,0,,,76.6,,
포천,2018-08-26 22:00,20.9,89.7,1.1,0,,,79.4,,
포천,2018-08-26 23:00,21.4,232.2,1.5,0,,,78.9,,
포천,2018-08-27 0:00,20.8,226.8,1.4,0,,,85.1,,
포천,2018-08-27 1:00,20.5,237.7,1.6,0.5,,,89.6,,
포천,2018-08-27 2:00,19.7,0,0.4,1,,,92.5,,
포천,2018-08-27 3:00,19.6,82.1,0.7,1,,,94.6,,
포천,2018-08-27 4:00,19.6,131.2,0.5,0,,,95.5,,
포천,2018-08-27 5:00,19.6,185.8,0.7,0.5,,,96,,
포천,2018-08-27 6:00,19.8,0,0.4,0,,,96.2,,
포천,2018-08-27 7:00,19.9,196,1,0,,,96.4,,
포천,2018-08-27 8:00,20.5,0,0.3,0,,,95,,
포천,2018-08-27 9:00,21.6,21,1.7,0,,,93.3,,
포천,2018-08-27 10:00,22.4,11.9,1.5,0.5,,,88,,
포천,2018-08-27 11:00,23.3,190.4,2.8,0,,,80.2,,
포천,2018-08-27 12:00,23.6,220.4,1.4,0,,,75.5,,
포천,2018-08-27 13:00,25,42.1,1.5,0,,,70.7,,
포천,2018-08-27 14:00,25.8,51.4,1.5,0,,,71.1,,
포천,2018-08-27 15:00,26.8,72,2,0,,,68.8,,
포천,2018-08-27 16:00,26.6,121.2,1.7,0,,,70,,
포천,2018-08-27 17:00,26.5,180.6,2.3,0,,,72.2,,
포천,2018-08-27 18:00,25.5,198.6,3.1,0,,,76.8,,
포천,2018-08-27 19:00,24.4,210.1,1.9,0,,,82.6,,
포천,2018-08-27 20:00,23.5,243.2,1.3,0,,,86.1,,
포천,2018-08-27 21:00,22.5,0,0.4,0,,,89.7,,
포천,2018-08-27 22:00,21.4,0,0,0,,,92,,
포천,2018-08-27 23:00,20.9,0,0,0,,,93.6,,
포천,2018-08-28 0:00,20.5,0,0.4,0,,,94.5,,
포천,2018-08-28 1:00,20.9,0,0.1,0,,,95.3,,
포천,2018-08-28 2:00,20.5,0,0.2,0,,,95.9,,
포천,2018-08-28 3:00,20.6,43.4,0.9,0,,,96.6,,
포천,2018-08-28 4:00,20.8,53.6,1.6,0,,,96.8,,
포천,2018-08-28 5:00,20.7,108.8,0.6,0,,,96.9,,
포천,2018-08-28 6:00,20.7,109.2,1,0,,,97.1,,
포천,2018-08-28 7:00,20.9,29.7,1,0,,,97.3,,
포천,2018-08-28 8:00,21.6,0.4,0.7,0,,,97.4,,
포천,2018-08-28 9:00,23.5,96,1.6,0,,,91.1,,
포천,2018-08-28 10:00,26.4,62,1.6,0,,,67.8,,
포천,2018-08-28 11:00,28.3,98.8,1,0,,,60.2,,
포천,2018-08-28 12:00,28.6,184.4,0.8,0,,,61.4,,
포천,2018-08-28 13:00,26,202.1,2.9,0,,,76.4,,
포천,2018-08-28 14:00,24,257.7,1.5,2.5,,,90.7,,
포천,2018-08-28 15:00,24,14.5,0.6,2,,,91,,
포천,2018-08-28 16:00,23.8,107.6,0.6,2,,,90.8,,
포천,2018-08-28 17:00,23.3,331.3,1.7,7,,,94.3,,
포천,2018-08-28 18:00,23.3,300.3,0.8,0.5,,,95,,
포천,2018-08-28 19:00,23.1,83.2,0.9,11,,,95.8,,
포천,2018-08-28 20:00,21.1,58.9,3.1,25,,,96.3,,
포천,2018-08-28 21:00,21.6,355.4,3.5,4,,,96.7,,
포천,2018-08-28 22:00,22.1,244.9,2.5,0.5,,,95.7,,
포천,2018-08-28 23:00,22.1,39.2,0.5,7,,,96.1,,
포천,2018-08-29 0:00,21.4,357.6,1.5,25.5,,,96.7,,
포천,2018-08-29 1:00,21,36.1,2.4,51.5,,,97.4,,
포천,2018-08-29 2:00,21,350.7,3.8,29.5,,,97.7,,
포천,2018-08-29 3:00,21.5,48,0.9,1.5,,,97.7,,
포천,2018-08-29 4:00,23.8,210.7,5,0,,,91.8,,
포천,2018-08-29 5:00,24.3,219,6,0,,,86.8,,
포천,2018-08-29 6:00,24,222.4,4.2,0.5,,,89,,
포천,2018-08-29 7:00,24.6,207.6,5.2,0,,,84.6,,
포천,2018-08-29 8:00,24.9,209.3,5.3,0,,,83.9,,
포천,2018-08-29 9:00,21.8,8.2,3.2,1,,,89,,
포천,2018-08-29 10:00,21.2,53.7,1.6,7,,,94.3,,
포천,2018-08-29 11:00,21.7,0,0.1,0.5,,,95.7,,
포천,2018-08-29 12:00,22.1,356.3,1.2,0,,,96.1,,
포천,2018-08-29 13:00,22.5,316.6,4.5,12.5,,,95.1,,
포천,2018-08-29 14:00,21.2,194.8,1.2,12.5,,,94.7,,
포천,2018-08-29 15:00,21,180.9,1.9,14.5,,,96.7,,
포천,2018-08-29 16:00,20.8,344.3,2.9,28.5,,,97.4,,
포천,2018-08-29 17:00,20.9,318.3,1.1,42,,,97.9,,
포천,2018-08-29 18:00,21.5,292.4,1.5,0.5,,,97.8,,
포천,2018-08-29 19:00,21.6,198,1.4,9.5,,,97.9,,
포천,2018-08-29 20:00,21.8,0,0.3,1.5,,,98,,
포천,2018-08-29 21:00,22.3,269.7,1.2,2,,,98,,
포천,2018-08-29 22:00,22.5,265.3,0.9,7.5,,,98.1,,
포천,2018-08-29 23:00,22.7,210.5,3.4,2.5,,,98.1,,
포천,2018-08-30 0:00,22.4,235.4,1.4,5,,,97.4,,
포천,2018-08-30 1:00,22.5,213.9,1.1,0.5,,,97.5,,
포천,2018-08-30 2:00,22.4,0,0.4,2.5,,,97.6,,
포천,2018-08-30 3:00,22.6,237,3.5,11.5,,,97.2,,
포천,2018-08-30 4:00,22.1,0,0.4,0,,,96.9,,
포천,2018-08-30 5:00,22.2,243.3,0.9,0,,,97,,
포천,2018-08-30 6:00,22.5,230.4,1.4,0,,,97.2,,
포천,2018-08-30 7:00,22.8,355.2,0.7,0,,,97.4,,
포천,2018-08-30 8:00,23.6,219,1.6,0,,,97.5,,
포천,2018-08-30 9:00,24.5,213.1,3.3,0,,,93.8,,
포천,2018-08-30 10:00,25.8,229.9,2.6,0,,,84.2,,
포천,2018-08-30 11:00,26.5,225.2,3.3,0,,,75.7,,
포천,2018-08-30 12:00,27.7,246,2.1,0,,,70.3,,
포천,2018-08-30 13:00,28.1,268.3,2.8,0,,,68.6,,
포천,2018-08-30 14:00,28.2,258.4,2.6,0,,,69.8,,
포천,2018-08-30 15:00,27.6,261.5,2.4,0,,,70.5,,
포천,2018-08-30 16:00,27.6,302.3,3.3,0,,,65.1,,
포천,2018-08-30 17:00,26.5,233.2,2.2,0,,,64.8,,
포천,2018-08-30 18:00,26,258.4,2.2,0,,,67.3,,
포천,2018-08-30 19:00,25.1,257.7,1.5,0,,,71.2,,
포천,2018-08-30 20:00,24.2,256,1.3,0,,,79.9,,
포천,2018-08-30 21:00,23.9,199.2,0.9,0,,,82.7,,
포천,2018-08-30 22:00,23.6,194.2,1.5,0,,,80.9,,
포천,2018-08-30 23:00,22.9,0,0.4,0,,,83.6,,
포천,2018-08-31 0:00,22.3,0,0.4,0,,,88.1,,
포천,2018-08-31 1:00,22.1,0,0.4,0,,,89,,
포천,2018-08-31 2:00,22.1,234.9,0.8,0,,,89.8,,
포천,2018-08-31 3:00,21.8,101.9,0.7,0,,,91.5,,
포천,2018-08-31 4:00,21.5,200.4,0.6,0.5,,,93.2,,
포천,2018-08-31 5:00,21.3,100.1,0.7,0.5,,,94.3,,
포천,2018-08-31 6:00,20,323.5,1.4,0,,,93.6,,
포천,2018-08-31 7:00,19.8,342.6,0.6,0,,,94.4,,
포천,2018-08-31 8:00,21.3,197.5,0.9,0,,,94.1,,
포천,2018-08-31 9:00,22.8,211.4,1.7,0,,,85.1,,
포천,2018-08-31 10:00,25.2,188.8,1.9,0,,,67.5,,
포천,2018-08-31 11:00,26.1,247,2.2,0,,,60.7,,
포천,2018-08-31 12:00,28,312.7,2.6,0,,,55.5,,
포천,2018-08-31 13:00,28.1,258.6,3.1,0,,,53.3,,
포천,2018-08-31 14:00,28.8,264,2.3,0,,,49.2,,
포천,2018-08-31 15:00,29.1,306.1,2.4,0,,,48.2,,
포천,2018-08-31 16:00,28.7,326.1,2.7,0,,,55.4,,
포천,2018-08-31 17:00,28.6,328,3.1,0,,,51.9,,
포천,2018-08-31 18:00,26.9,325.9,1.8,0,,,64,,
포천,2018-08-31 19:00,24.4,0,0.3,0,,,72.4,,
포천,2018-08-31 20:00,22.5,0,0.3,0,,,82.1,,
포천,2018-08-31 21:00,21.6,26.7,0.7,0,,,86,,
포천,2018-08-31 22:00,20.6,338.2,1,0,,,89.9,,
포천,2018-08-31 23:00,19.7,323.9,1.3,0,,,92.5,,
포천,2018-09-01 0:00,19.6,46.6,0.7,0,,,94.2,,
포천,2018-09-01 1:00,19.1,0,0,0,,,94.8,,
포천,2018-09-01 2:00,19,49.1,0.9,0,,,95.2,,
포천,2018-09-01 3:00,18.9,53.6,1.7,0,,,95.5,,
포천,2018-09-01 4:00,19,45.9,1.3,0,,,95.3,,
포천,2018-09-01 5:00,19.1,55.4,1.9,0,,,94.6,,
포천,2018-09-01 6:00,19.1,33.5,2.2,0,,,90.2,,
포천,2018-09-01 7:00,19.9,32.8,1.9,0,,,85.5,,
포천,2018-09-01 8:00,22.4,60.1,2,0,,,75.3,,
포천,2018-09-01 9:00,24.9,62,1.7,0,,,62,,
포천,2018-09-01 10:00,26.4,136.4,2,0,,,57.1,,
포천,2018-09-01 11:00,27.1,151,2.5,0,,,57.4,,
포천,2018-09-01 12:00,28.1,116.6,1.8,0,,,53.1,,
포천,2018-09-01 13:00,28.4,158.8,1.5,0,,,52.7,,
포천,2018-09-01 14:00,28.5,24.4,1.9,0,,,47.1,,
포천,2018-09-01 15:00,29.7,15.9,1.3,0,,,43.7,,
포천,2018-09-01 16:00,29.8,41.9,1.6,0,,,43.4,,
포천,2018-09-01 17:00,29.1,94.6,1.3,0,,,48.1,,
포천,2018-09-01 18:00,27.3,26.8,1.5,0,,,56.3,,
포천,2018-09-01 19:00,23.7,329.4,1.2,0,,,71.5,,
포천,2018-09-01 20:00,23.9,47.7,1.6,0,,,65.6,,
포천,2018-09-01 21:00,23.3,16.1,2.2,0,,,65,,
포천,2018-09-01 22:00,21.9,48.6,1.8,0,,,69,,
포천,2018-09-01 23:00,21.6,51,1.8,0,,,68.4,,
포천,2018-09-02 0:00,20.9,33.1,2.4,0,,,70.2,,
포천,2018-09-02 1:00,19.1,62.3,1,0,,,79.3,,
포천,2018-09-02 2:00,18.4,48,1.9,0,,,80.2,,
포천,2018-09-02 3:00,19.1,34.9,2.3,0,,,73.9,,
포천,2018-09-02 4:00,17.7,36.3,2.3,0,,,81.7,,
포천,2018-09-02 5:00,16.7,50.8,2.2,0,,,88.1,,
포천,2018-09-02 6:00,16.6,39,2,0,,,87.7,,
포천,2018-09-02 7:00,17.7,45.5,3,0,,,83,,
포천,2018-09-02 8:00,20.4,58.2,2.5,0,,,74.2,,
포천,2018-09-02 9:00,23.1,35.1,2.1,0,,,57,,
포천,2018-09-02 10:00,24.3,61.8,2.3,0,,,53.8,,
포천,2018-09-02 11:00,26.4,122.8,1.6,0,,,43.8,,
포천,2018-09-02 12:00,26.2,106.4,2.8,0,,,50.9,,
포천,2018-09-02 13:00,26.6,82.9,2.4,0,,,49.4,,
포천,2018-09-02 14:00,27.5,109.5,1,0,,,48.3,,
포천,2018-09-02 15:00,27.9,12.7,2,0,,,47.4,,
포천,2018-09-02 16:00,27.8,0,0.4,0,,,49.6,,
포천,2018-09-02 17:00,26.6,168.9,1.8,0,,,54.6,,
포천,2018-09-02 18:00,25.5,0,0.3,0,,,61.8,,
포천,2018-09-02 19:00,23.3,332.4,1.6,0,,,75.2,,
